sentence_key	texte_expe	XP_type	item	type-de-phrase	TOCHANGE_FI	audio_type	task_question_type	list	spk_sex	spk_id	OLDspk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	orig_filename	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	OLD_sentence_key	texte_turn_brut	spk_age	OLDOLD_sentence_key
028-XP_mbrola-is.it.question-decla-delex-7-B-NO-6-N-F-WE2_A008_1238s554	je trouve que c'est dommage	XP_mbrola	7	decla	NO	delex	is.it.question	B	F	N	HF8	06	028	NO	NO	4	NO	NO	YES	NO	et ça je trouve que c'est dommage  	YES	WE2_decl_7	WE2_A008_1238s554	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	124-de-DE-7-C-0-06-AU-F-WE2_A008_1238s554	et ça je trouve que c'est dommage 	NOAGE	124-de-DE-7-C-0-06-AU-F-WE2_A008_1238s554
015-XP_delex-is.it.decla-decla-delex-8-B-NO-10-M-F-WE2_A014_147s558	elle est dans un lycée professionnel  	XP_delex	8	decla	NO	delex	is.it.decla	B	F	M	EW15	10	015	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	127-de-DE-11-B-0-10-AT-F-WE2_A014_147s558		NOAGE	127-de-DE-11-A-0-10-AT-F-WE2_A014_147s558
016-XP_delex-is.it.question-decla-delex-8-A-NO-10-M-F-WE2_A014_147s558	elle est dans un lycée professionnel  	XP_delex	8	decla	NO	delex	is.it.question	A	F	M	EW15	10	016	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	127-de-DE-11-B-0-10-AT-F-WE2_A014_147s558		NOAGE	127-de-DE-11-A-0-10-AT-F-WE2_A014_147s558
029-XP_mbrola-is.it.decla-decla-clair-8-B-NO-12-N-F-WE2_A008_3247s562	c'est intéressant	XP_mbrola	8	decla	NO	clair	is.it.decla	B	F	N	HF8	12	029	NO	NO	3	NO	NO	YES	NO	bah tu peux donner ton avis c'est intéressant  	YES	WE2_decl_8	WE2_A008_3247s562	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	030-de-CL-8-C-0-12-AU-F-WE2_A008_3247s562	bah tu peux donner ton avis c'est intéressant 	NOAGE	030-de-CL-8-B-0-12-AU-F-WE2_A008_3247s562
030-XP_mbrola-is.it.decla-decla-delex-8-C-NO-12-N-F-WE2_A008_3247s562	c'est intéressant	XP_mbrola	8	decla	NO	delex	is.it.decla	C	F	N	HF8	12	030	NO	NO	3	NO	NO	YES	NO	bah tu peux donner ton avis c'est intéressant  	YES	WE2_decl_8	WE2_A008_3247s562	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	150-de-DE-8-B-0-12-AU-F-WE2_A008_3247s562	bah tu peux donner ton avis c'est intéressant 	NOAGE	150-de-DE-8-A-0-12-AU-F-WE2_A008_3247s562
031-XP_mbrola-is.it.question-decla-clair-8-D-NO-12-N-F-WE2_A008_3247s562	c'est intéressant	XP_mbrola	8	decla	NO	clair	is.it.question	D	F	N	HF8	12	031	NO	NO	3	NO	NO	YES	NO	bah tu peux donner ton avis c'est intéressant  	YES	WE2_decl_8	WE2_A008_3247s562	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	030-de-CL-8-C-0-12-AU-F-WE2_A008_3247s562	bah tu peux donner ton avis c'est intéressant 	NOAGE	030-de-CL-8-B-0-12-AU-F-WE2_A008_3247s562
032-XP_mbrola-is.it.question-decla-delex-8-A-NO-12-N-F-WE2_A008_3247s562	c'est intéressant	XP_mbrola	8	decla	NO	delex	is.it.question	A	F	N	HF8	12	032	NO	NO	3	NO	NO	YES	NO	bah tu peux donner ton avis c'est intéressant  	YES	WE2_decl_8	WE2_A008_3247s562	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	150-de-DE-8-B-0-12-AU-F-WE2_A008_3247s562	bah tu peux donner ton avis c'est intéressant 	NOAGE	150-de-DE-8-A-0-12-AU-F-WE2_A008_3247s562
017-XP_delex-is.it.decla-decla-delex-9-A-NO-9-L-F-WE2_A021_630s927	je viens d'acheter une petite maison	XP_delex	9	decla	NO	delex	is.it.decla	A	F	L	DF22	9	017	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	130-de-DE-14-B-0-09-AS-F-WE2_A021_630s927	non parce que je viens d'acheter une petite maison 	NOAGE	130-de-DE-14-A-0-09-AS-F-WE2_A021_630s927
018-XP_delex-is.it.question-decla-delex-9-B-NO-9-L-F-WE2_A021_630s927	je viens d'acheter une petite maison	XP_delex	9	decla	NO	delex	is.it.question	B	F	L	DF22	9	018	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	130-de-DE-14-B-0-09-AS-F-WE2_A021_630s927	non parce que je viens d'acheter une petite maison 	NOAGE	130-de-DE-14-A-0-09-AS-F-WE2_A021_630s927
033-XP_mbrola-is.it.decla-decla-clair-9-A-NO-7-N-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	XP_mbrola	9	decla	NO	clair	is.it.decla	A	F	N	HF8	07	033	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	005-de-CL-9-B-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue 	NOAGE	005-de-CL-9-C-0-07-AU-F-WE2_A008_3922s864
034-XP_mbrola-is.it.decla-decla-delex-9-B-NO-7-N-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	XP_mbrola	9	decla	NO	delex	is.it.decla	B	F	N	HF8	07	034	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	125-de-DE-9-A-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue 	NOAGE	125-de-DE-9-B-0-07-AU-F-WE2_A008_3922s864
035-XP_mbrola-is.it.question-decla-clair-9-C-NO-7-N-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	XP_mbrola	9	decla	NO	clair	is.it.question	C	F	N	HF8	07	035	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	005-de-CL-9-B-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue 	NOAGE	005-de-CL-9-C-0-07-AU-F-WE2_A008_3922s864
036-XP_mbrola-is.it.question-decla-delex-9-D-NO-7-N-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	XP_mbrola	9	decla	NO	delex	is.it.question	D	F	N	HF8	07	036	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	125-de-DE-9-A-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue 	NOAGE	125-de-DE-9-B-0-07-AU-F-WE2_A008_3922s864
019-XP_delex-is.it.decla-decla-delex-10-B-NO-5-B-F-WE2_A063_1111s566	c'est trop polémique 	XP_delex	10	decla	NO	delex	is.it.decla	B	F	B	AG68	5	019	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566		NOAGE	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566
020-XP_delex-is.it.question-decla-delex-10-A-NO-5-B-F-WE2_A063_1111s566	c'est trop polémique 	XP_delex	10	decla	NO	delex	is.it.question	A	F	B	AG68	5	020	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566		NOAGE	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566
037-XP_mbrola-is.it.decla-decla-clair-10-D-NO-9-N-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	XP_mbrola	10	decla	NO	clair	is.it.decla	D	F	N	HF8	09	037	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	006-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin 	NOAGE	006-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177
038-XP_mbrola-is.it.decla-decla-delex-10-A-NO-9-N-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	XP_mbrola	10	decla	NO	delex	is.it.decla	A	F	N	HF8	09	038	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	126-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin 	NOAGE	126-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177
039-XP_mbrola-is.it.question-decla-clair-10-B-NO-9-N-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	XP_mbrola	10	decla	NO	clair	is.it.question	B	F	N	HF8	09	039	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	006-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin 	NOAGE	006-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177
040-XP_mbrola-is.it.question-decla-delex-10-C-NO-9-N-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	XP_mbrola	10	decla	NO	delex	is.it.question	C	F	N	HF8	09	040	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	126-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin 	NOAGE	126-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177
021-XP_delex-is.it.decla-decla-delex-11-A-NO-8-B-F-WE2_A063_537s475	c'est quand même faisable en vélo 	XP_delex	11	decla	NO	delex	is.it.decla	A	F	B	AG68	8	021	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	133-de-DE-17-B-0-08-AB-F-WE2_A063_537s475		NOAGE	133-de-DE-17-A-0-08-AB-F-WE2_A063_537s475
022-XP_delex-is.it.question-decla-delex-11-B-NO-8-B-F-WE2_A063_537s475	c'est quand même faisable en vélo 	XP_delex	11	decla	NO	delex	is.it.question	B	F	B	AG68	8	022	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	133-de-DE-17-B-0-08-AB-F-WE2_A063_537s475		NOAGE	133-de-DE-17-A-0-08-AB-F-WE2_A063_537s475
041-XP_mbrola-is.it.decla-decla-clair-11-C-NO-10-M-F-WE2_A014_147s558	elle est dans un lycée professionnel  	XP_mbrola	11	decla	NO	clair	is.it.decla	C	F	M	EW15	10	041	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	007-de-CL-11-C-0-10-AT-F-WE2_A014_147s558		NOAGE	007-de-CL-11-B-0-10-AT-F-WE2_A014_147s558
042-XP_mbrola-is.it.decla-decla-delex-11-D-NO-10-M-F-WE2_A014_147s558	elle est dans un lycée professionnel  	XP_mbrola	11	decla	NO	delex	is.it.decla	D	F	M	EW15	10	042	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	127-de-DE-11-B-0-10-AT-F-WE2_A014_147s558		NOAGE	127-de-DE-11-A-0-10-AT-F-WE2_A014_147s558
043-XP_mbrola-is.it.question-decla-clair-11-A-NO-10-M-F-WE2_A014_147s558	elle est dans un lycée professionnel  	XP_mbrola	11	decla	NO	clair	is.it.question	A	F	M	EW15	10	043	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	007-de-CL-11-C-0-10-AT-F-WE2_A014_147s558		NOAGE	007-de-CL-11-B-0-10-AT-F-WE2_A014_147s558
044-XP_mbrola-is.it.question-decla-delex-11-B-NO-10-M-F-WE2_A014_147s558	elle est dans un lycée professionnel  	XP_mbrola	11	decla	NO	delex	is.it.question	B	F	M	EW15	10	044	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	127-de-DE-11-B-0-10-AT-F-WE2_A014_147s558		NOAGE	127-de-DE-11-A-0-10-AT-F-WE2_A014_147s558
023-XP_delex-is.it.decla-decla-delex-12-B-NO-6-B-F-WE2_A063_783s321	ils sont enthousiastes 	XP_delex	12	decla	NO	delex	is.it.decla	B	F	B	AG68	6	023	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	134-de-DE-18-A-0-06-AB-F-WE2_A063_783s321		NOAGE	134-de-DE-18-B-0-06-AB-F-WE2_A063_783s321
024-XP_delex-is.it.question-decla-delex-12-A-NO-6-B-F-WE2_A063_783s321	ils sont enthousiastes 	XP_delex	12	decla	NO	delex	is.it.question	A	F	B	AG68	6	024	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	134-de-DE-18-A-0-06-AB-F-WE2_A063_783s321		NOAGE	134-de-DE-18-B-0-06-AB-F-WE2_A063_783s321
045-XP_mbrola-is.it.decla-decla-clair-12-B-NO-9-L-F-WE2_A021_630s927	je viens d'acheter une petite maison	XP_mbrola	12	decla	NO	clair	is.it.decla	B	F	L	DF22	09	045	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	010-de-CL-14-C-0-09-AS-F-WE2_A021_630s927	non parce que je viens d'acheter une petite maison 	NOAGE	010-de-CL-14-B-0-09-AS-F-WE2_A021_630s927
046-XP_mbrola-is.it.decla-decla-delex-12-C-NO-9-L-F-WE2_A021_630s927	je viens d'acheter une petite maison	XP_mbrola	12	decla	NO	delex	is.it.decla	C	F	L	DF22	09	046	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	130-de-DE-14-B-0-09-AS-F-WE2_A021_630s927	non parce que je viens d'acheter une petite maison 	NOAGE	130-de-DE-14-A-0-09-AS-F-WE2_A021_630s927
047-XP_mbrola-is.it.question-decla-clair-12-D-NO-9-L-F-WE2_A021_630s927	je viens d'acheter une petite maison	XP_mbrola	12	decla	NO	clair	is.it.question	D	F	L	DF22	09	047	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	010-de-CL-14-C-0-09-AS-F-WE2_A021_630s927	non parce que je viens d'acheter une petite maison 	NOAGE	010-de-CL-14-B-0-09-AS-F-WE2_A021_630s927
048-XP_mbrola-is.it.question-decla-delex-12-A-NO-9-L-F-WE2_A021_630s927	je viens d'acheter une petite maison	XP_mbrola	12	decla	NO	delex	is.it.question	A	F	L	DF22	09	048	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	130-de-DE-14-B-0-09-AS-F-WE2_A021_630s927	non parce que je viens d'acheter une petite maison 	NOAGE	130-de-DE-14-A-0-09-AS-F-WE2_A021_630s927
025-XP_delex-is.it.decla-decla-delex-13-A-NO-5-A-F-WE2_A065_1669s441	il avait quatre ans 	XP_delex	13	decla	NO	delex	is.it.decla	A	F	A	70LOC	5	025	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441		NOAGE	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441
026-XP_delex-is.it.question-decla-delex-13-B-NO-5-A-F-WE2_A065_1669s441	il avait quatre ans 	XP_delex	13	decla	NO	delex	is.it.question	B	F	A	70LOC	5	026	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441		NOAGE	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441
049-XP_mbrola-is.it.decla-decla-clair-13-A-NO-5-B-F-WE2_A063_1111s566	c'est trop polémique 	XP_mbrola	13	decla	NO	clair	is.it.decla	A	F	B	AG68	05	049	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	012-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566		NOAGE	012-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566
050-XP_mbrola-is.it.decla-decla-delex-13-B-NO-5-B-F-WE2_A063_1111s566	c'est trop polémique 	XP_mbrola	13	decla	NO	delex	is.it.decla	B	F	B	AG68	05	050	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566		NOAGE	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566
051-XP_mbrola-is.it.question-decla-clair-13-C-NO-5-B-F-WE2_A063_1111s566	c'est trop polémique 	XP_mbrola	13	decla	NO	clair	is.it.question	C	F	B	AG68	05	051	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	012-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566		NOAGE	012-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566
052-XP_mbrola-is.it.question-decla-delex-13-D-NO-5-B-F-WE2_A063_1111s566	c'est trop polémique 	XP_mbrola	13	decla	NO	delex	is.it.question	D	F	B	AG68	05	052	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566		NOAGE	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566
027-XP_delex-is.it.decla-decla-delex-14-B-NO-6-A-F-WE2_A065_2122s982	on est quinze maximum 	XP_delex	14	decla	NO	delex	is.it.decla	B	F	A	70LOC	6	027	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	136-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982		NOAGE	136-de-DE-20-A-0-06-AA-F-WE2_A065_2122s982
028-XP_delex-is.it.question-decla-delex-14-A-NO-6-A-F-WE2_A065_2122s982	on est quinze maximum 	XP_delex	14	decla	NO	delex	is.it.question	A	F	A	70LOC	6	028	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	136-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982		NOAGE	136-de-DE-20-A-0-06-AA-F-WE2_A065_2122s982
053-XP_mbrola-is.it.decla-decla-clair-14-D-NO-8-B-F-WE2_A063_537s475	c'est quand même faisable en vélo 	XP_mbrola	14	decla	NO	clair	is.it.decla	D	F	B	AG68	08	053	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	013-de-CL-17-C-0-08-AB-F-WE2_A063_537s475		NOAGE	013-de-CL-17-B-0-08-AB-F-WE2_A063_537s475
054-XP_mbrola-is.it.decla-decla-delex-14-A-NO-8-B-F-WE2_A063_537s475	c'est quand même faisable en vélo 	XP_mbrola	14	decla	NO	delex	is.it.decla	A	F	B	AG68	08	054	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	133-de-DE-17-B-0-08-AB-F-WE2_A063_537s475		NOAGE	133-de-DE-17-A-0-08-AB-F-WE2_A063_537s475
055-XP_mbrola-is.it.question-decla-clair-14-B-NO-8-B-F-WE2_A063_537s475	c'est quand même faisable en vélo 	XP_mbrola	14	decla	NO	clair	is.it.question	B	F	B	AG68	08	055	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	013-de-CL-17-C-0-08-AB-F-WE2_A063_537s475		NOAGE	013-de-CL-17-B-0-08-AB-F-WE2_A063_537s475
056-XP_mbrola-is.it.question-decla-delex-14-C-NO-8-B-F-WE2_A063_537s475	c'est quand même faisable en vélo 	XP_mbrola	14	decla	NO	delex	is.it.question	C	F	B	AG68	08	056	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	133-de-DE-17-B-0-08-AB-F-WE2_A063_537s475		NOAGE	133-de-DE-17-A-0-08-AB-F-WE2_A063_537s475
