sentence_key	OLD1_sentence_key	texte_expe	item	type-de-phrase	audio_type	task_question_type	list	spk_sex	spk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	OLDsentence_key	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	texte_turn_brut	spk_age	OLD_sentence_key
045-is.it.decla-de-CL-8-C-0-12-AU-F-WE2_A008_3247s562	030-de-CL-8-C-0-12-AU-F-WE2_A008_3247s562	c'est intéressant	8	decla	clair	is.it.question	C	F	HF8	12	045	NO	NO	3	NO	NO	YES	NO	bah tu peux donner ton avis c'est intéressant  	YES	WE2_decl_8	WE2_A008_3247s562	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	bah tu peux donner ton avis c'est intéressant 	NOAGE	030-de-CL-8-B-0-12-AU-F-WE2_A008_3247s562
046-is.it.decla-de-OR-8-A-0-12-AU-F-WE2_A008_3247s562	090-de-OR-8-A-0-12-AU-F-WE2_A008_3247s562	c'est intéressant	8	decla	orig	is.it.question	D	F	HF8	12	046	NO	NO	3	NO	NO	YES	NO	bah tu peux donner ton avis c'est intéressant  	YES	WE2_decl_8	WE2_A008_3247s562	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	bah tu peux donner ton avis c'est intéressant 	NOAGE	090-de-OR-8-C-0-12-AU-F-WE2_A008_3247s562
047-is.it.decla-de-DE-8-B-0-12-AU-F-WE2_A008_3247s562	150-de-DE-8-B-0-12-AU-F-WE2_A008_3247s562	c'est intéressant	8	decla	delex	is.it.question	E	F	HF8	12	047	NO	NO	3	NO	NO	YES	NO	bah tu peux donner ton avis c'est intéressant  	YES	WE2_decl_8	WE2_A008_3247s562	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	bah tu peux donner ton avis c'est intéressant 	NOAGE	150-de-DE-8-A-0-12-AU-F-WE2_A008_3247s562
048-is.it.decla-de-CL-8-C-0-12-AU-F-WE2_A008_3247s562	030-de-CL-8-C-0-12-AU-F-WE2_A008_3247s562	c'est intéressant	8	decla	clair	is.it.decla	F	F	HF8	12	048	NO	NO	3	NO	NO	YES	NO	bah tu peux donner ton avis c'est intéressant  	YES	WE2_decl_8	WE2_A008_3247s562	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	bah tu peux donner ton avis c'est intéressant 	NOAGE	030-de-CL-8-B-0-12-AU-F-WE2_A008_3247s562
049-is.it.decla-de-DE-9-A-0-07-AU-F-WE2_A008_3922s864	125-de-DE-9-A-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	9	decla	delex	is.it.decla	A	F	HF8	7	049	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	c'est pas que la langue de banlieue 	NOAGE	125-de-DE-9-B-0-07-AU-F-WE2_A008_3922s864
050-is.it.decla-de-CL-9-B-0-07-AU-F-WE2_A008_3922s864	005-de-CL-9-B-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	9	decla	clair	is.it.question	B	F	HF8	7	050	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	c'est pas que la langue de banlieue 	NOAGE	005-de-CL-9-C-0-07-AU-F-WE2_A008_3922s864
051-is.it.decla-de-OR-9-C-0-07-AU-F-WE2_A008_3922s864	065-de-OR-9-C-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	9	decla	orig	is.it.question	C	F	HF8	7	051	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	c'est pas que la langue de banlieue 	NOAGE	065-de-OR-9-A-0-07-AU-F-WE2_A008_3922s864
052-is.it.decla-de-DE-9-A-0-07-AU-F-WE2_A008_3922s864	125-de-DE-9-A-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	9	decla	delex	is.it.question	D	F	HF8	7	052	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	c'est pas que la langue de banlieue 	NOAGE	125-de-DE-9-B-0-07-AU-F-WE2_A008_3922s864
053-is.it.decla-de-CL-9-B-0-07-AU-F-WE2_A008_3922s864	005-de-CL-9-B-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	9	decla	clair	is.it.decla	E	F	HF8	7	053	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	c'est pas que la langue de banlieue 	NOAGE	005-de-CL-9-C-0-07-AU-F-WE2_A008_3922s864
054-is.it.decla-de-OR-9-C-0-07-AU-F-WE2_A008_3922s864	065-de-OR-9-C-0-07-AU-F-WE2_A008_3922s864	c'est pas que la langue de banlieue	9	decla	orig	is.it.decla	F	F	HF8	7	054	NO	NO	4	NO	NO	YES	NO	c'est pas que la langue de banlieue  	YES	WE2_decl_7	WE2_A008_3922s864	7	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	c'est pas que la langue de banlieue 	NOAGE	065-de-OR-9-A-0-07-AU-F-WE2_A008_3922s864
055-is.it.decla-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177	006-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	10	decla	clair	is.it.question	A	F	HF8	9	055	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	ils disent bonsoir même quand c'est le matin 	NOAGE	006-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177
056-is.it.decla-de-OR-10-B-0-09-AU-F-WE2_A008_3984s177	066-de-OR-10-B-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	10	decla	orig	is.it.question	B	F	HF8	9	056	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	ils disent bonsoir même quand c'est le matin 	NOAGE	066-de-OR-10-B-0-09-AU-F-WE2_A008_3984s177
057-is.it.decla-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177	126-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	10	decla	delex	is.it.question	C	F	HF8	9	057	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	ils disent bonsoir même quand c'est le matin 	NOAGE	126-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177
058-is.it.decla-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177	006-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	10	decla	clair	is.it.decla	D	F	HF8	9	058	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	ils disent bonsoir même quand c'est le matin 	NOAGE	006-de-CL-10-A-0-09-AU-F-WE2_A008_3984s177
059-is.it.decla-de-OR-10-B-0-09-AU-F-WE2_A008_3984s177	066-de-OR-10-B-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	10	decla	orig	is.it.decla	E	F	HF8	9	059	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	ils disent bonsoir même quand c'est le matin 	NOAGE	066-de-OR-10-B-0-09-AU-F-WE2_A008_3984s177
060-is.it.decla-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177	126-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177	ils disent bonsoir même quand c'est le matin	10	decla	delex	is.it.decla	F	F	HF8	9	060	NO	NO	4	NO	NO	YES	NO	ils disent bonsoir même quand c'est le matin  	YES	WE2_decl_8	WE2_A008_3984s177	8	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	ils disent bonsoir même quand c'est le matin 	NOAGE	126-de-DE-10-C-0-09-AU-F-WE2_A008_3984s177
061-is.it.decla-de-OR-11-A-0-10-AT-F-WE2_A014_147s558	067-de-OR-11-A-0-10-AT-F-WE2_A014_147s558	elle est dans un lycée professionnel  	11	decla	orig	is.it.question	A	F	EW15	10	061	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	067-de-OR-11-C-0-10-AT-F-WE2_A014_147s558
062-is.it.decla-de-DE-11-B-0-10-AT-F-WE2_A014_147s558	127-de-DE-11-B-0-10-AT-F-WE2_A014_147s558	elle est dans un lycée professionnel  	11	decla	delex	is.it.question	B	F	EW15	10	062	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	127-de-DE-11-A-0-10-AT-F-WE2_A014_147s558
063-is.it.decla-de-CL-11-C-0-10-AT-F-WE2_A014_147s558	007-de-CL-11-C-0-10-AT-F-WE2_A014_147s558	elle est dans un lycée professionnel  	11	decla	clair	is.it.decla	C	F	EW15	10	063	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	007-de-CL-11-B-0-10-AT-F-WE2_A014_147s558
064-is.it.decla-de-OR-11-A-0-10-AT-F-WE2_A014_147s558	067-de-OR-11-A-0-10-AT-F-WE2_A014_147s558	elle est dans un lycée professionnel  	11	decla	orig	is.it.decla	D	F	EW15	10	064	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	067-de-OR-11-C-0-10-AT-F-WE2_A014_147s558
065-is.it.decla-de-DE-11-B-0-10-AT-F-WE2_A014_147s558	127-de-DE-11-B-0-10-AT-F-WE2_A014_147s558	elle est dans un lycée professionnel  	11	decla	delex	is.it.decla	E	F	EW15	10	065	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	127-de-DE-11-A-0-10-AT-F-WE2_A014_147s558
066-is.it.decla-de-CL-11-C-0-10-AT-F-WE2_A014_147s558	007-de-CL-11-C-0-10-AT-F-WE2_A014_147s558	elle est dans un lycée professionnel  	11	decla	clair	is.it.question	F	F	EW15	10	066	NO	NO	4	NO	NO	YES	NO	elle aime beaucoup aider les jeunes et elle est dans un lycée professionnel  	YES		WE2_A014_147s558		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	007-de-CL-11-B-0-10-AT-F-WE2_A014_147s558
067-is.it.decla-de-DE-12-A-0-08-AC-M-WE2_A016_2716s551	128-de-DE-12-A-0-08-AC-M-WE2_A016_2716s551	on était à santiago	12	decla	delex	is.it.question	A	M	BT17	8	067	NO	NO	3	NO	NO	YES	NO	on était à Santiago  	YES	WE2_decl_4	WE2_A016_2716s551	4	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	on était à Santiago 	NOAGE	128-de-DE-12-B-0-08-AC-M-WE2_A016_2716s551
068-is.it.decla-de-CL-12-B-0-08-AC-M-WE2_A016_2716s551	008-de-CL-12-B-0-08-AC-M-WE2_A016_2716s551	on était à santiago	12	decla	clair	is.it.decla	B	M	BT17	8	068	NO	NO	3	NO	NO	YES	NO	on était à Santiago  	YES	WE2_decl_4	WE2_A016_2716s551	4	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	on était à Santiago 	NOAGE	008-de-CL-12-C-0-08-AC-M-WE2_A016_2716s551
069-is.it.decla-de-OR-12-C-0-08-AC-M-WE2_A016_2716s551	068-de-OR-12-C-0-08-AC-M-WE2_A016_2716s551	on était à santiago	12	decla	orig	is.it.decla	C	M	BT17	8	069	NO	NO	3	NO	NO	YES	NO	on était à Santiago  	YES	WE2_decl_4	WE2_A016_2716s551	4	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	on était à Santiago 	NOAGE	068-de-OR-12-A-0-08-AC-M-WE2_A016_2716s551
070-is.it.decla-de-DE-12-A-0-08-AC-M-WE2_A016_2716s551	128-de-DE-12-A-0-08-AC-M-WE2_A016_2716s551	on était à santiago	12	decla	delex	is.it.decla	D	M	BT17	8	070	NO	NO	3	NO	NO	YES	NO	on était à Santiago  	YES	WE2_decl_4	WE2_A016_2716s551	4	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	on était à Santiago 	NOAGE	128-de-DE-12-B-0-08-AC-M-WE2_A016_2716s551
071-is.it.decla-de-CL-12-B-0-08-AC-M-WE2_A016_2716s551	008-de-CL-12-B-0-08-AC-M-WE2_A016_2716s551	on était à santiago	12	decla	clair	is.it.question	E	M	BT17	8	071	NO	NO	3	NO	NO	YES	NO	on était à Santiago  	YES	WE2_decl_4	WE2_A016_2716s551	4	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	on était à Santiago 	NOAGE	008-de-CL-12-C-0-08-AC-M-WE2_A016_2716s551
072-is.it.decla-de-OR-12-C-0-08-AC-M-WE2_A016_2716s551	068-de-OR-12-C-0-08-AC-M-WE2_A016_2716s551	on était à santiago	12	decla	orig	is.it.question	F	M	BT17	8	072	NO	NO	3	NO	NO	YES	NO	on était à Santiago  	YES	WE2_decl_4	WE2_A016_2716s551	4	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	on était à Santiago 	NOAGE	068-de-OR-12-A-0-08-AC-M-WE2_A016_2716s551
073-is.it.decla-de-CL-13-A-0-13-AX-M-WE2_A018_1809s772	009-de-CL-13-A-0-13-AX-M-WE2_A018_1809s772	je faisais beaucoup de musique aussi quand j'étais plus jeune  	13	decla	clair	is.it.decla	A	M	UI19	13	073	NO	NO	3	NO	NO	YES	NO	je faisais beaucoup de musique aussi quand j'étais plus jeune  	YES		WE2_A018_1809s772		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	009-de-CL-13-A-0-13-AX-M-WE2_A018_1809s772
074-is.it.decla-de-OR-13-B-0-13-AX-M-WE2_A018_1809s772	069-de-OR-13-B-0-13-AX-M-WE2_A018_1809s772	je faisais beaucoup de musique aussi quand j'étais plus jeune  	13	decla	orig	is.it.decla	B	M	UI19	13	074	NO	NO	3	NO	NO	YES	NO	je faisais beaucoup de musique aussi quand j'étais plus jeune  	YES		WE2_A018_1809s772		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	069-de-OR-13-B-0-13-AX-M-WE2_A018_1809s772
075-is.it.decla-de-DE-13-C-0-13-AX-M-WE2_A018_1809s772	129-de-DE-13-C-0-13-AX-M-WE2_A018_1809s772	je faisais beaucoup de musique aussi quand j'étais plus jeune  	13	decla	delex	is.it.decla	C	M	UI19	13	075	NO	NO	3	NO	NO	YES	NO	je faisais beaucoup de musique aussi quand j'étais plus jeune  	YES		WE2_A018_1809s772		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	129-de-DE-13-C-0-13-AX-M-WE2_A018_1809s772
076-is.it.decla-de-CL-13-A-0-13-AX-M-WE2_A018_1809s772	009-de-CL-13-A-0-13-AX-M-WE2_A018_1809s772	je faisais beaucoup de musique aussi quand j'étais plus jeune  	13	decla	clair	is.it.question	D	M	UI19	13	076	NO	NO	3	NO	NO	YES	NO	je faisais beaucoup de musique aussi quand j'étais plus jeune  	YES		WE2_A018_1809s772		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	009-de-CL-13-A-0-13-AX-M-WE2_A018_1809s772
077-is.it.decla-de-OR-13-B-0-13-AX-M-WE2_A018_1809s772	069-de-OR-13-B-0-13-AX-M-WE2_A018_1809s772	je faisais beaucoup de musique aussi quand j'étais plus jeune  	13	decla	orig	is.it.question	E	M	UI19	13	077	NO	NO	3	NO	NO	YES	NO	je faisais beaucoup de musique aussi quand j'étais plus jeune  	YES		WE2_A018_1809s772		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	069-de-OR-13-B-0-13-AX-M-WE2_A018_1809s772
078-is.it.decla-de-DE-13-C-0-13-AX-M-WE2_A018_1809s772	129-de-DE-13-C-0-13-AX-M-WE2_A018_1809s772	je faisais beaucoup de musique aussi quand j'étais plus jeune  	13	decla	delex	is.it.question	F	M	UI19	13	078	NO	NO	3	NO	NO	YES	NO	je faisais beaucoup de musique aussi quand j'étais plus jeune  	YES		WE2_A018_1809s772		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	129-de-DE-13-C-0-13-AX-M-WE2_A018_1809s772
079-is.it.decla-de-OR-14-A-0-09-AS-F-WE2_A021_630s927	070-de-OR-14-A-0-09-AS-F-WE2_A021_630s927	je viens d'acheter une petite maison	14	decla	orig	is.it.decla	A	F	DF22	9	079	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	non parce que je viens d'acheter une petite maison 	NOAGE	070-de-OR-14-C-0-09-AS-F-WE2_A021_630s927
080-is.it.decla-de-DE-14-B-0-09-AS-F-WE2_A021_630s927	130-de-DE-14-B-0-09-AS-F-WE2_A021_630s927	je viens d'acheter une petite maison	14	decla	delex	is.it.decla	B	F	DF22	9	080	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	non parce que je viens d'acheter une petite maison 	NOAGE	130-de-DE-14-A-0-09-AS-F-WE2_A021_630s927
081-is.it.decla-de-CL-14-C-0-09-AS-F-WE2_A021_630s927	010-de-CL-14-C-0-09-AS-F-WE2_A021_630s927	je viens d'acheter une petite maison	14	decla	clair	is.it.question	C	F	DF22	9	081	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	non parce que je viens d'acheter une petite maison 	NOAGE	010-de-CL-14-B-0-09-AS-F-WE2_A021_630s927
082-is.it.decla-de-OR-14-A-0-09-AS-F-WE2_A021_630s927	070-de-OR-14-A-0-09-AS-F-WE2_A021_630s927	je viens d'acheter une petite maison	14	decla	orig	is.it.question	D	F	DF22	9	082	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	non parce que je viens d'acheter une petite maison 	NOAGE	070-de-OR-14-C-0-09-AS-F-WE2_A021_630s927
083-is.it.decla-de-DE-14-B-0-09-AS-F-WE2_A021_630s927	130-de-DE-14-B-0-09-AS-F-WE2_A021_630s927	je viens d'acheter une petite maison	14	decla	delex	is.it.question	E	F	DF22	9	083	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	non parce que je viens d'acheter une petite maison 	NOAGE	130-de-DE-14-A-0-09-AS-F-WE2_A021_630s927
084-is.it.decla-de-CL-14-C-0-09-AS-F-WE2_A021_630s927	010-de-CL-14-C-0-09-AS-F-WE2_A021_630s927	je viens d'acheter une petite maison	14	decla	clair	is.it.decla	F	F	DF22	9	084	NO	NO	3	NO	NO	YES	NO	non parce que je viens d'acheter une petite maison  	YES	WE2_decl_9	WE2_A021_630s927	9	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	non parce que je viens d'acheter une petite maison 	NOAGE	010-de-CL-14-B-0-09-AS-F-WE2_A021_630s927
085-is.it.decla-de-DE-15-A-0-08-AN-F-WE2_A062_4732s952	131-de-DE-15-A-0-08-AN-F-WE2_A062_4732s952	on va se promener à Orléans 	15	decla	delex	is.it.decla	A	F	CL67	8	085	NO	NO	3	NO	NO	YES	NO	mais pas pour dire on va se promener à Orléans 	YES		WE2_A062_4732s952		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	131-de-DE-15-B-0-08-AN-F-WE2_A062_4732s952
086-is.it.decla-de-CL-15-B-0-08-AN-F-WE2_A062_4732s952	011-de-CL-15-B-0-08-AN-F-WE2_A062_4732s952	on va se promener à Orléans 	15	decla	clair	is.it.question	B	F	CL67	8	086	NO	NO	3	NO	NO	YES	NO	mais pas pour dire on va se promener à Orléans 	YES		WE2_A062_4732s952		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	011-de-CL-15-C-0-08-AN-F-WE2_A062_4732s952
087-is.it.decla-de-OR-15-C-0-08-AN-F-WE2_A062_4732s952	071-de-OR-15-C-0-08-AN-F-WE2_A062_4732s952	on va se promener à Orléans 	15	decla	orig	is.it.question	C	F	CL67	8	087	NO	NO	3	NO	NO	YES	NO	mais pas pour dire on va se promener à Orléans 	YES		WE2_A062_4732s952		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	071-de-OR-15-A-0-08-AN-F-WE2_A062_4732s952
088-is.it.decla-de-DE-15-A-0-08-AN-F-WE2_A062_4732s952	131-de-DE-15-A-0-08-AN-F-WE2_A062_4732s952	on va se promener à Orléans 	15	decla	delex	is.it.question	D	F	CL67	8	088	NO	NO	3	NO	NO	YES	NO	mais pas pour dire on va se promener à Orléans 	YES		WE2_A062_4732s952		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	131-de-DE-15-B-0-08-AN-F-WE2_A062_4732s952
089-is.it.decla-de-CL-15-B-0-08-AN-F-WE2_A062_4732s952	011-de-CL-15-B-0-08-AN-F-WE2_A062_4732s952	on va se promener à Orléans 	15	decla	clair	is.it.decla	E	F	CL67	8	089	NO	NO	3	NO	NO	YES	NO	mais pas pour dire on va se promener à Orléans 	YES		WE2_A062_4732s952		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	011-de-CL-15-C-0-08-AN-F-WE2_A062_4732s952
